date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:08:20	4945/4945	---M--	200	added ('OK')	image/png	etag:%22640756bb-1351%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/family-and-mortgage.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/family-and-mortgage.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:21	8798/8798	---M--	200	added ('OK')	image/png	etag:%22640756bb-225e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/family-and-mortgage%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/family-and-mortgage@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:22	2275/2275	---M--	200	added ('OK')	image/png	etag:%22640756bb-8e3%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/male.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/male.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:23	4377/4377	---M--	200	added ('OK')	image/png	etag:%22640756bb-1119%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/male%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/male@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:24	2493/2493	---M--	200	added ('OK')	image/png	etag:%22640756bb-9bd%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/female.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/female.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:25	4878/4878	---M--	200	added ('OK')	image/png	etag:%22640756bb-130e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/female%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/female@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:26	1663/1663	---M--	200	added ('OK')	image/png	etag:%22640756bb-67f%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/smoke.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/smoke.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:27	2613/2613	---M--	200	added ('OK')	image/png	etag:%22640756bb-a35%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/smoke%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/smoke@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:28	2686/2686	---M--	200	added ('OK')	image/png	etag:%22640756bb-a7e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/no-smoke.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/no-smoke.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:29	4803/4803	---M--	200	added ('OK')	image/png	etag:%22640756bb-12c3%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/no-smoke%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/buttons/no-smoke@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:30	7664/7664	---M--	200	added ('OK')	image/png	etag:%22640756bb-1df0%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip-2.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip-2.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:31	7664/7664	---M--	200	added ('OK')	image/png	etag:%22640756bb-1df0%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip-2%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip-2@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:32	9727/9727	---M--	200	added ('OK')	image/png	etag:%22640756bb-25ff%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-2.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-2.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:33	9727/9727	---M--	200	added ('OK')	image/png	etag:%22640756bb-25ff%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-2%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-2@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:34	7868/7868	---M--	200	added ('OK')	image/png	etag:%22640756bb-1ebc%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/lp-2-guy.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/lp-2-guy.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:35	7868/7868	---M--	200	added ('OK')	image/png	etag:%22640756bb-1ebc%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/lp-2-guy%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/lp-2-guy@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:36	9246/9246	---M--	200	added ('OK')	image/png	etag:%22640756bb-241e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-3.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-3.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:37	9246/9246	---M--	200	added ('OK')	image/png	etag:%22640756bb-241e%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-3%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-show-3@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:39	1587/1587	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22640756bb-633%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/icon-shield.svg	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/icon-shield.svg	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:39	8075/8075	---M--	200	added ('OK')	image/png	etag:%22640756bb-1f8b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:40	8075/8075	---M--	200	added ('OK')	image/png	etag:%22640756bb-1f8b%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-tooltip@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:41	13080/13080	---M--	200	added ('OK')	image/png	etag:%22640756bb-3318%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-smile.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-smile.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:42	13080/13080	---M--	200	added ('OK')	image/png	etag:%22640756bb-3318%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-smile%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-smile@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:43	7830/7830	---M--	200	added ('OK')	image/png	etag:%22640756bb-1e96%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-shows.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-shows.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:44	7830/7830	---M--	200	added ('OK')	image/png	etag:%22640756bb-1e96%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-shows%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-shows@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:45	12445/12445	---M--	200	added ('OK')	image/png	etag:%22640756bb-309d%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-stay.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-stay.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:46	12445/12445	---M--	200	added ('OK')	image/png	etag:%22640756bb-309d%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-stay%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/man-stay@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:47	71425/71425	---M--	200	added ('OK')	image/png	etag:%22640756bb-11701%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/img/blue-pattern.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/img/blue-pattern.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:48	10173/10173	---M--	200	added ('OK')	image/gif	etag:%22640756bb-27bd%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/loading.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/loading.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:49	6678/6678	---M--	200	added ('OK')	image/png	etag:%22640756bb-1a16%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/cog%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/cog@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:50	5459/5459	---M--	200	added ('OK')	image/gif	etag:%22640756bb-1553%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/loading-postal.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/loading-postal.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:51	12566/12566	---M--	200	added ('OK')	image/gif	etag:%22640756bb-3116%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-spinner.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-spinner.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:52	31418/31418	---M--	200	added ('OK')	image/gif	etag:%22640756bb-7aba%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-spinner%402x.gif	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/blue-spinner@2x.gif	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:53	6106/6106	---M--	200	added ('OK')	image/png	etag:%22640756bb-17da%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrows%402x.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/arrows@2x.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:54	2035/2035	---M--	200	added ('OK')	image/png	etag:%22640756bb-7f3%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/images/thumbs-up-grey.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/images/thumbs-up-grey.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/form_style.css)
13:08:55	1119/1119	---M--	200	added ('OK')	image/png	etag:%22640756bb-45f%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/img/check.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/img/check.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/address_finder_new.css)
13:08:56	1082/1082	---M--	200	added ('OK')	image/png	etag:%22640756bb-43a%22	https://debtforgive.org/usdebtjesse/debt-assistance/apply/img/check-white.png	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/img/check-white.png	(from https://debtforgive.org/usdebtjesse/debt-assistance/apply/css/address_finder_new.css)
13:09:03	313398/313398	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2025%20Jan%202021%2022:04:54%20GMT	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/fonts/fontawesome-webfont.svg?v=4.3.0	/Users/murtazaahmad/websites/debt%20collection/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/fonts/fontawesome-webfonte0a5.svg	(from https://debtforgive.org/usdebtjesse/debt-assistance/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css)
13:09:03	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Mar%202023%2018:08:58%20GMT	https://debtforgive.org/usdebtjesse/debt-assistance/apply/c	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/c	(from https://connect.facebook.net/en_US/fbevents.js)
13:09:03	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Mar%202023%2018:09:03%20GMT	https://debtforgive.org/usdebtjesse/debt-assistance/apply/b	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/b	(from https://connect.facebook.net/en_US/fbevents.js)
13:09:04	196/196	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2023%20Mar%202023%2018:09:04%20GMT	https://debtforgive.org/usdebtjesse/debt-assistance/apply/POST	/Users/murtazaahmad/websites/debt%20collection/debtforgive.org/usdebtjesse/debt-assistance/apply/POST	(from https://connect.facebook.net/en_US/fbevents.js)
